-681	-318	-6260	-181739	-85034	-1669577
-681	-318	-6260	-162477	-76021	-1492624
-681	-318	-6260	-132021	-61771	-1212835
-681	-318	-6260	-110666	-51779	-1016648
-681	-312	-6260	-95239	-43641	-875098
-681	-312	-6260	-83789	-38394	-769887
-681	-312	-6260	-74694	-34227	-686326
-681	-312	-6260	-67389	-30880	-619201
-681	-312	-6260	-61476	-28170	-564870
-681	-312	-6260	-56369	-25830	-517942
-681	-312	-6260	-52080	-23864	-478532
-681	-312	-6260	-48413	-22184	-444843
-681	-312	-6260	11	586	0
-681	-312	-6260	10	539	0
-681	-312	-6260	9	498	0
-681	-312	-6260	9	463	0
-681	-312	-6260	8	446	0
-681	-312	-6260	8	445	0
-681	-312	-6260	8	444	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
-681	-312	-6260	0	0	0
